"Bright Ledger Coffee Roasters, LLC"
Transaction Detail by Account
"January 1 - March 31, 2025"

Date,Transaction Type,Num,Name,Memo/Description,Account,Split,Amount
02/15/2025,Bill,T0043,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,137.19"
02/15/2025,Credit Card Expense,T0218,Staples,Office/shop supplies,Office Supplies,Credit Card,273.58
02/15/2025,Credit Card Expense,T0453,Amazon,Shop supplies,Office Supplies,Credit Card,237.35
02/15/2025,Deposit,T0490,Bright Family Trust,Loan from shareholder to cover buildout,Shareholder Loan,Checking,"15,000.00"
02/16/2025,Bill,T0038,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,611.52
02/16/2025,Bill,T0075,Highland Bean Co,Green coffee purchase,Cost of Goods Sold,Accounts Payable,663.40
02/16/2025,Expense,T0256,Square,Card processing fee,Merchant Account Fees,Checking,81.74
02/16/2025,Sales Receipt,T0373,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,483.00)"
02/16/2025,Credit Card Expense,T0462,Costco,Shop supplies,Office Supplies,Credit Card,195.56
02/17/2025,Bill,T0130,Highland Bean Co,Green coffee purchase,Cost of Goods Sold,Accounts Payable,573.52
02/17/2025,Expense,T0284,Square,Card processing fee,Merchant Account Fees,Checking,64.69
02/17/2025,Credit Card Expense,T0481,Costco,Shop supplies,Office Supplies,Credit Card,334.31
02/18/2025,Bill,T0036,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,007.24"
02/18/2025,Credit Card Expense,T0231,Staples,Office/shop supplies,Office Supplies,Credit Card,273.12
02/18/2025,Credit Card Expense,T0244,Staples,Office/shop supplies,Office Supplies,Credit Card,331.86
02/18/2025,Sales Receipt,T0409,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,033.55)"
02/18/2025,Credit Card Expense,T0425,Staples,Shop supplies,Office Supplies,Credit Card,234.31
02/19/2025,Bill,T0108,Highland Bean Co,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,419.17"
02/19/2025,Sales Receipt,T0406,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(743.77)
02/20/2025,Bill,T0053,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,904.74
02/20/2025,Credit Card Expense,T0226,Costco,Office/shop supplies,Office Supplies,Credit Card,214.96
02/20/2025,Credit Card Expense,T0468,Costco,Shop supplies,Office Supplies,Credit Card,153.39
02/20/2025,Credit Card Expense,T0469,Amazon,Shop supplies,Office Supplies,Credit Card,121.98
02/21/2025,Bill,T0057,Highland Bean Co,Green coffee purchase,Cost of Goods Sold,Accounts Payable,641.25
02/21/2025,Credit Card Expense,T0180,Costco,Office/shop supplies,Office Supplies,Credit Card,298.45
02/21/2025,Expense,T0282,Square,Card processing fee,Merchant Account Fees,Checking,87.64
02/21/2025,Sales Receipt,T0344,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(2,091.08)"
02/21/2025,Sales Receipt,T0365,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,845.78)"
02/21/2025,Sales Receipt,T0369,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,943.33)"
02/21/2025,Bill,T0497,Apex Legal LLP,Trademark filing & counsel,Professional Fees,Accounts Payable,"6,500.00"
02/22/2025,Expense,T0277,Square,Card processing fee,Merchant Account Fees,Checking,66.30
02/22/2025,Sales Receipt,T0407,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(382.93)
02/22/2025,Credit Card Expense,T0434,Costco,Shop supplies,Office Supplies,Credit Card,251.36
02/22/2025,Credit Card Expense,T0477,Amazon,Shop supplies,Office Supplies,Credit Card,83.33
02/23/2025,Credit Card Expense,T0213,Staples,Office/shop supplies,Office Supplies,Credit Card,142.57
02/23/2025,Credit Card Expense,T0215,Staples,Office/shop supplies,Office Supplies,Credit Card,320.50
02/23/2025,Credit Card Expense,T0219,Costco,Office/shop supplies,Office Supplies,Credit Card,271.73
02/23/2025,Credit Card Expense,T0232,Staples,Office/shop supplies,Office Supplies,Credit Card,298.82
02/23/2025,Sales Receipt,T0315,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,452.00)"
02/23/2025,Sales Receipt,T0395,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(945.76)
02/24/2025,Bill,T0096,Highland Bean Co,Green coffee purchase,Cost of Goods Sold,Accounts Payable,913.73
02/24/2025,Bill,T0101,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,706.40
02/24/2025,Bill,T0143,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,410.64
02/25/2025,Credit Card Expense,T0165,Staples,Office/shop supplies,Office Supplies,Credit Card,265.85
02/25/2025,Credit Card Expense,T0169,Amazon,Office/shop supplies,Office Supplies,Credit Card,201.18
02/25/2025,Expense,T0258,Square,Card processing fee,Merchant Account Fees,Checking,33.49
02/25/2025,Credit Card Expense,T0429,Amazon,Shop supplies,Office Supplies,Credit Card,275.71
02/25/2025,Credit Card Expense,T0433,Amazon,Shop supplies,Office Supplies,Credit Card,115.70
02/25/2025,Check,T0488,Precision Roasting Equipment Rental,Equipment rental deposit,Equipment Rental,Checking,"7,000.00"
02/26/2025,Credit Card Expense,T0202,Costco,Office/shop supplies,Office Supplies,Credit Card,292.65
02/26/2025,Sales Receipt,T0318,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(864.97)
02/26/2025,Sales Receipt,T0342,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(536.27)
02/26/2025,Sales Receipt,T0346,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(452.84)
02/26/2025,Sales Receipt,T0416,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(489.45)
02/26/2025,Credit Card Expense,T0442,Staples,Shop supplies,Office Supplies,Credit Card,346.17
02/26/2025,Credit Card Expense,T0458,Amazon,Shop supplies,Office Supplies,Credit Card,219.67
02/27/2025,Expense,T0266,Square,Card processing fee,Merchant Account Fees,Checking,40.61
02/27/2025,Expense,T0280,Square,Card processing fee,Merchant Account Fees,Checking,98.26
02/27/2025,Sales Receipt,T0401,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,323.30)"
02/28/2025,Expense,T0008,Gusto Payroll,Payroll run,Payroll Expenses,Checking,"12,189.18"
02/28/2025,Bill,T0035,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,537.31
02/28/2025,Bill,T0109,Highland Bean Co,Green coffee purchase,Cost of Goods Sold,Accounts Payable,865.31
02/28/2025,Bill,T0125,Highland Bean Co,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,421.92"
02/28/2025,Credit Card Expense,T0157,Staples,Office/shop supplies,Office Supplies,Credit Card,134.61
02/28/2025,Credit Card Expense,T0230,Staples,Office/shop supplies,Office Supplies,Credit Card,144.63
02/28/2025,Expense,T0257,Square,Card processing fee,Merchant Account Fees,Checking,89.27
02/28/2025,Sales Receipt,T0417,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(329.16)
02/28/2025,Journal Entry,T0493,,Accrue unpaid February wages,Accrued Liabilities,Payroll Expenses,"3,500.00"
03/01/2025,Bill Payment,T0003,Prime Property Mgmt,Monthly studio rent,Rent Expense,Checking,"4,500.00"
03/01/2025,Credit Card Expense,T0021,QuickBooks Online,Monthly subscription,Dues & Subscriptions,Credit Card,90.89
03/01/2025,Credit Card Expense,T0022,Slack,Monthly subscription,Dues & Subscriptions,Credit Card,123.09
03/01/2025,Credit Card Expense,T0023,Google Workspace,Monthly subscription,Dues & Subscriptions,Credit Card,67.06
03/01/2025,Credit Card Expense,T0024,Adobe,Monthly subscription,Dues & Subscriptions,Credit Card,58.06
03/01/2025,Credit Card Expense,T0025,Shopify,Monthly subscription,Dues & Subscriptions,Credit Card,106.98
03/01/2025,Bill Payment,T0032,City Power & Light,Monthly utility,Utilities,Checking,368.65
03/01/2025,Bill Payment,T0033,Metro Water,Monthly utility,Utilities,Checking,100.19
03/01/2025,Bill Payment,T0034,Comcast Business,Monthly utility,Utilities,Checking,156.14
03/01/2025,Bill,T0062,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,676.56
03/01/2025,Credit Card Expense,T0183,Staples,Office/shop supplies,Office Supplies,Credit Card,177.07
03/01/2025,Credit Card Expense,T0200,Costco,Office/shop supplies,Office Supplies,Credit Card,204.65
03/01/2025,Credit Card Expense,T0214,Staples,Office/shop supplies,Office Supplies,Credit Card,59.30
03/01/2025,Expense,T0262,Square,Card processing fee,Merchant Account Fees,Checking,60.74
03/01/2025,Expense,T0267,Square,Card processing fee,Merchant Account Fees,Checking,74.83
03/01/2025,Credit Card Expense,T0476,Costco,Shop supplies,Office Supplies,Credit Card,133.68
03/02/2025,Bill,T0094,Highland Bean Co,Green coffee purchase,Cost of Goods Sold,Accounts Payable,609.45
03/02/2025,Credit Card Expense,T0205,Staples,Office/shop supplies,Office Supplies,Credit Card,120.35
03/02/2025,Credit Card Expense,T0233,Amazon,Office/shop supplies,Office Supplies,Credit Card,272.20
03/02/2025,Sales Receipt,T0305,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,209.56)"
03/02/2025,Sales Receipt,T0360,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(961.13)
03/02/2025,Sales Receipt,T0408,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,639.93)"
03/03/2025,Bill,T0106,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,351.12"
03/03/2025,Sales Receipt,T0308,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(516.77)
03/03/2025,Sales Receipt,T0389,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(2,162.46)"
03/03/2025,Credit Card Expense,T0446,Amazon,Shop supplies,Office Supplies,Credit Card,113.53
03/03/2025,Credit Card Expense,T0464,Staples,Shop supplies,Office Supplies,Credit Card,271.43
03/03/2025,Credit Card Expense,T0486,Home Depot,Cafe build-out shelving & fixtures,Repairs & Maintenance,Credit Card,"2,900.00"
03/04/2025,Bill,T0074,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,523.05
03/04/2025,Credit Card Expense,T0221,Amazon,Office/shop supplies,Office Supplies,Credit Card,124.61
03/04/2025,Credit Card Expense,T0222,Amazon,Office/shop supplies,Office Supplies,Credit Card,160.55
03/04/2025,Expense,T0255,Square,Card processing fee,Merchant Account Fees,Checking,26.08
03/04/2025,Sales Receipt,T0303,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(494.92)
03/04/2025,Sales Receipt,T0359,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(2,141.20)"
03/04/2025,Sales Receipt,T0400,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,944.00)"
03/04/2025,Credit Card Expense,T0426,Costco,Shop supplies,Office Supplies,Credit Card,51.13
03/05/2025,Sales Receipt,T0364,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(847.61)
03/05/2025,Sales Receipt,T0374,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,488.28)"
03/05/2025,Sales Receipt,T0412,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(2,133.17)"
03/06/2025,Bill,T0069,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,357.57"
03/06/2025,Credit Card Expense,T0175,Staples,Office/shop supplies,Office Supplies,Credit Card,246.74
03/06/2025,Credit Card Expense,T0203,Staples,Office/shop supplies,Office Supplies,Credit Card,297.48
03/06/2025,Expense,T0253,Square,Card processing fee,Merchant Account Fees,Checking,82.99
03/06/2025,Sales Receipt,T0345,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,325.96)"
03/06/2025,Sales Receipt,T0396,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(807.63)
03/07/2025,Bill,T0116,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,336.48"
03/07/2025,Credit Card Expense,T0161,Staples,Office/shop supplies,Office Supplies,Credit Card,250.65
03/07/2025,Credit Card Expense,T0167,Amazon,Office/shop supplies,Office Supplies,Credit Card,159.41
03/07/2025,Credit Card Expense,T0186,Costco,Office/shop supplies,Office Supplies,Credit Card,236.21
03/08/2025,Bill,T0085,Highland Bean Co,Green coffee purchase,Cost of Goods Sold,Accounts Payable,533.10
03/08/2025,Credit Card Expense,T0207,Staples,Office/shop supplies,Office Supplies,Credit Card,234.29
03/08/2025,Expense,T0259,Square,Card processing fee,Merchant Account Fees,Checking,116.37
03/08/2025,Expense,T0275,Square,Card processing fee,Merchant Account Fees,Checking,114.55
03/08/2025,Sales Receipt,T0317,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,022.72)"
03/09/2025,Bill,T0073,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,058.84"
03/09/2025,Bill,T0115,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,462.57
03/09/2025,Sales Receipt,T0285,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(953.14)
03/09/2025,Sales Receipt,T0295,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,433.90)"
03/10/2025,Credit Card Expense,T0162,Staples,Office/shop supplies,Office Supplies,Credit Card,331.16
03/10/2025,Credit Card Expense,T0170,Costco,Office/shop supplies,Office Supplies,Credit Card,263.02
03/10/2025,Expense,T0261,Square,Card processing fee,Merchant Account Fees,Checking,96.34
03/10/2025,Sales Receipt,T0291,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(2,106.67)"
03/10/2025,Sales Receipt,T0299,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(540.51)
03/10/2025,Credit Card Expense,T0480,Amazon,Shop supplies,Office Supplies,Credit Card,160.48
03/11/2025,Bill,T0082,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,158.85"
03/11/2025,Bill,T0104,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,465.90"
03/11/2025,Bill,T0131,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,732.77
03/11/2025,Bill,T0145,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,318.05"
03/11/2025,Credit Card Expense,T0220,Costco,Office/shop supplies,Office Supplies,Credit Card,318.32
03/11/2025,Sales Receipt,T0336,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(727.14)
03/11/2025,Sales Receipt,T0371,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,177.76)"
03/11/2025,Sales Receipt,T0403,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,016.70)"
03/11/2025,Bill,T0498,Harbor Contract Labor,Seasonal barista staffing,Contract Labor,Accounts Payable,"9,200.00"
03/12/2025,Bill,T0063,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,148.31"
03/12/2025,Bill,T0080,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,691.56
03/12/2025,Bill,T0103,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,455.65
03/12/2025,Bill,T0133,Highland Bean Co,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,424.93"
03/12/2025,Credit Card Expense,T0177,Amazon,Office/shop supplies,Office Supplies,Credit Card,99.47
03/12/2025,Credit Card Expense,T0204,Staples,Office/shop supplies,Office Supplies,Credit Card,318.13
03/12/2025,Sales Receipt,T0286,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(928.50)
03/12/2025,Sales Receipt,T0301,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(855.06)
03/12/2025,Sales Receipt,T0326,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(442.62)
03/12/2025,Sales Receipt,T0366,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(369.72)
03/12/2025,Sales Receipt,T0376,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(548.93)
03/13/2025,Bill,T0055,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,689.02
03/13/2025,Bill,T0110,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,190.25"
03/13/2025,Bill,T0150,Highland Bean Co,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,471.22"
03/13/2025,Credit Card Expense,T0198,Amazon,Office/shop supplies,Office Supplies,Credit Card,324.42
03/13/2025,Credit Card Expense,T0201,Costco,Office/shop supplies,Office Supplies,Credit Card,138.36
03/13/2025,Credit Card Expense,T0474,Staples,Shop supplies,Office Supplies,Credit Card,323.73
03/14/2025,Expense,T0009,Gusto Payroll,Payroll run,Payroll Expenses,Checking,"12,141.36"
03/14/2025,Bill,T0119,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,036.81"
03/14/2025,Bill,T0127,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,480.59
03/14/2025,Credit Card Expense,T0239,Amazon,Office/shop supplies,Office Supplies,Credit Card,184.16
03/14/2025,Expense,T0250,Square,Card processing fee,Merchant Account Fees,Checking,97.18
03/14/2025,Sales Receipt,T0341,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(2,050.27)"
03/14/2025,Credit Card Expense,T0450,Costco,Shop supplies,Office Supplies,Credit Card,281.28
03/15/2025,Bill,T0093,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,919.94
03/15/2025,Credit Card Expense,T0168,Amazon,Office/shop supplies,Office Supplies,Credit Card,118.96
03/15/2025,Credit Card Expense,T0217,Staples,Office/shop supplies,Office Supplies,Credit Card,187.86
03/15/2025,Sales Receipt,T0351,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,415.53)"
03/15/2025,Sales Receipt,T0354,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(376.44)
03/15/2025,Credit Card Expense,T0447,Staples,Shop supplies,Office Supplies,Credit Card,218.19
03/16/2025,Bill,T0056,Highland Bean Co,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,387.61"
03/16/2025,Bill,T0146,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,562.90
03/16/2025,Credit Card Expense,T0182,Costco,Office/shop supplies,Office Supplies,Credit Card,242.96
03/16/2025,Credit Card Expense,T0216,Costco,Office/shop supplies,Office Supplies,Credit Card,46.05
03/16/2025,Sales Receipt,T0358,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,128.18)"
03/16/2025,Sales Receipt,T0399,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(2,197.91)"
03/17/2025,Bill,T0087,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,653.13
03/17/2025,Expense,T0263,Square,Card processing fee,Merchant Account Fees,Checking,43.18
03/17/2025,Sales Receipt,T0319,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(2,181.06)"
03/17/2025,Sales Receipt,T0414,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(930.79)
03/18/2025,Expense,T0249,Square,Card processing fee,Merchant Account Fees,Checking,99.58
03/18/2025,Expense,T0273,Square,Card processing fee,Merchant Account Fees,Checking,88.62
03/18/2025,Sales Receipt,T0340,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,723.02)"
03/18/2025,Sales Receipt,T0392,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,265.66)"
03/18/2025,Bill Payment,T0495,City Power & Light,HVAC surge / equipment repair charge,Utilities,Checking,"1,800.00"
03/19/2025,Bill,T0045,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,588.25
03/19/2025,Bill,T0081,Highland Bean Co,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,460.80"
03/19/2025,Credit Card Expense,T0241,Costco,Office/shop supplies,Office Supplies,Credit Card,262.69
03/19/2025,Sales Receipt,T0380,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,818.70)"
03/20/2025,Credit Card Expense,T0436,Staples,Shop supplies,Office Supplies,Credit Card,232.11
03/21/2025,Credit Card Expense,T0173,Staples,Office/shop supplies,Office Supplies,Credit Card,245.65
03/21/2025,Credit Card Expense,T0225,Costco,Office/shop supplies,Office Supplies,Credit Card,48.36
03/21/2025,Sales Receipt,T0316,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(728.81)
03/21/2025,Credit Card Expense,T0454,Staples,Shop supplies,Office Supplies,Credit Card,250.11
03/22/2025,Bill,T0037,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,374.00"
03/22/2025,Bill,T0089,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,651.84
03/22/2025,Credit Card Expense,T0192,Costco,Office/shop supplies,Office Supplies,Credit Card,100.27
03/22/2025,Sales Receipt,T0334,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,420.60)"
03/22/2025,Credit Card Expense,T0456,Amazon,Shop supplies,Office Supplies,Credit Card,320.06
03/22/2025,Credit Card Expense,T0500,Amazon,Case of receipt paper + cups (bulk),Office Supplies,Credit Card,"2,650.00"
03/23/2025,Bill,T0042,Highland Bean Co,Green coffee purchase,Cost of Goods Sold,Accounts Payable,578.92
03/23/2025,Credit Card Expense,T0472,Staples,Shop supplies,Office Supplies,Credit Card,73.59
03/24/2025,Bill,T0098,Andes Green Coffee,Green coffee purchase,Cost of Goods Sold,Accounts Payable,466.67
03/24/2025,Expense,T0279,Square,Card processing fee,Merchant Account Fees,Checking,89.74
03/24/2025,Credit Card Expense,T0457,Amazon,Shop supplies,Office Supplies,Credit Card,135.77
03/25/2025,Bill,T0084,Highland Bean Co,Green coffee purchase,Cost of Goods Sold,Accounts Payable,881.91
03/25/2025,Bill,T0132,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,408.61
03/25/2025,Sales Receipt,T0356,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,140.24)"
03/25/2025,Sales Receipt,T0411,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(2,163.55)"
03/25/2025,Sales Receipt,T0419,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(2,142.92)"
03/26/2025,Bill,T0121,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,021.75"
03/26/2025,Expense,T0252,Square,Card processing fee,Merchant Account Fees,Checking,53.91
03/26/2025,Sales Receipt,T0410,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,805.55)"
03/26/2025,Credit Card Expense,T0449,Staples,Shop supplies,Office Supplies,Credit Card,125.09
03/26/2025,Credit Card Expense,T0455,Costco,Shop supplies,Office Supplies,Credit Card,299.88
03/27/2025,Credit Card Expense,T0171,Amazon,Office/shop supplies,Office Supplies,Credit Card,152.91
03/27/2025,Credit Card Expense,T0178,Staples,Office/shop supplies,Office Supplies,Credit Card,249.97
03/27/2025,Credit Card Expense,T0223,Costco,Office/shop supplies,Office Supplies,Credit Card,287.42
03/27/2025,Expense,T0268,Square,Card processing fee,Merchant Account Fees,Checking,54.79
03/28/2025,Expense,T0010,Gusto Payroll,Payroll run,Payroll Expenses,Checking,"12,313.74"
03/28/2025,Sales Receipt,T0350,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,888.32)"
03/28/2025,Sales Receipt,T0353,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,860.70)"
03/28/2025,Sales Receipt,T0424,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,932.75)"
03/28/2025,Credit Card Expense,T0441,Costco,Shop supplies,Office Supplies,Credit Card,88.97
03/28/2025,Credit Card Expense,T0471,Staples,Shop supplies,Office Supplies,Credit Card,221.21
03/28/2025,Check,T0491,John Bright,Q1 distribution to member,Distributions,Checking,"5,500.00"
03/29/2025,Sales Receipt,T0311,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(401.86)
03/30/2025,Expense,T0246,Square,Card processing fee,Merchant Account Fees,Checking,102.21
03/30/2025,Sales Receipt,T0292,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(651.78)
03/30/2025,Sales Receipt,T0328,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,428.24)"
03/30/2025,Sales Receipt,T0343,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(877.77)
03/30/2025,Sales Receipt,T0422,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,055.22)"
03/30/2025,Credit Card Expense,T0444,Staples,Shop supplies,Office Supplies,Credit Card,181.62
03/31/2025,Bill,T0044,Roaster's Supply,Green coffee purchase,Cost of Goods Sold,Accounts Payable,"1,112.84"
03/31/2025,Credit Card Expense,T0155,Amazon,Office/shop supplies,Office Supplies,Credit Card,158.59
03/31/2025,Credit Card Expense,T0193,Staples,Office/shop supplies,Office Supplies,Credit Card,193.26
03/31/2025,Credit Card Expense,T0197,Costco,Office/shop supplies,Office Supplies,Credit Card,184.01
03/31/2025,Sales Receipt,T0287,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,162.12)"
03/31/2025,Sales Receipt,T0331,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,933.25)"
03/31/2025,Sales Receipt,T0378,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,"(1,220.95)"
03/31/2025,Sales Receipt,T0405,Cafe Sales,Daily retail sales,Sales,Undeposited Funds,(753.73)
03/31/2025,Credit Card Expense,T0448,Staples,Shop supplies,Office Supplies,Credit Card,46.80
03/31/2025,Credit Card Expense,T0482,Costco,Shop supplies,Office Supplies,Credit Card,169.93
